epoch 0:	gram:5.98e-02 	 Rec:2.47e-01 	 Color:1.10e-04 	Time: 0.01
epoch 50:	gram:1.23e-02 	 Rec:2.36e-03 	 Color:7.43e-05 	Time: 0.44
epoch 100:	gram:1.07e-02 	 Rec:1.89e-03 	 Color:6.20e-05 	Time: 0.43
epoch 150:	gram:9.53e-03 	 Rec:4.78e-04 	 Color:6.16e-05 	Time: 0.42
epoch 200:	gram:9.84e-03 	 Rec:9.99e-04 	 Color:7.68e-05 	Time: 0.44
epoch 250:	gram:1.13e-02 	 Rec:1.83e-03 	 Color:8.89e-05 	Time: 0.44
epoch 300:	gram:9.91e-03 	 Rec:6.28e-04 	 Color:7.66e-05 	Time: 0.45
epoch 350:	gram:9.74e-03 	 Rec:1.30e-03 	 Color:1.17e-04 	Time: 0.45
epoch 400:	gram:8.82e-03 	 Rec:3.30e-04 	 Color:1.03e-04 	Time: 0.40
epoch 450:	gram:1.03e-02 	 Rec:7.66e-04 	 Color:4.55e-05 	Time: 0.39
epoch 500:	gram:9.37e-03 	 Rec:4.52e-04 	 Color:4.64e-05 	Time: 0.41
epoch 550:	gram:8.05e-03 	 Rec:3.97e-04 	 Color:8.75e-05 	Time: 0.43
epoch 600:	gram:8.41e-03 	 Rec:4.15e-04 	 Color:6.87e-05 	Time: 0.41
epoch 650:	gram:9.82e-03 	 Rec:5.75e-04 	 Color:6.81e-05 	Time: 0.41
epoch 700:	gram:8.69e-03 	 Rec:7.14e-04 	 Color:5.49e-05 	Time: 0.39
epoch 750:	gram:7.64e-03 	 Rec:3.50e-04 	 Color:7.10e-05 	Time: 0.43
epoch 800:	gram:7.91e-03 	 Rec:2.97e-04 	 Color:4.20e-05 	Time: 0.45
epoch 850:	gram:7.25e-03 	 Rec:5.36e-04 	 Color:4.65e-05 	Time: 0.45
epoch 900:	gram:8.21e-03 	 Rec:2.83e-04 	 Color:5.84e-05 	Time: 0.42
epoch 950:	gram:1.21e-02 	 Rec:3.20e-04 	 Color:4.90e-05 	Time: 0.43
epoch 1000:	gram:6.97e-03 	 Rec:3.31e-04 	 Color:3.84e-05 	Time: 0.43
epoch 1050:	gram:7.67e-03 	 Rec:3.59e-04 	 Color:5.17e-05 	Time: 0.43
epoch 1100:	gram:7.38e-03 	 Rec:5.36e-04 	 Color:3.68e-05 	Time: 0.40
epoch 1150:	gram:7.45e-03 	 Rec:3.23e-04 	 Color:4.47e-05 	Time: 0.45
epoch 1200:	gram:8.18e-03 	 Rec:2.81e-04 	 Color:2.18e-05 	Time: 0.42
epoch 1250:	gram:7.20e-03 	 Rec:5.65e-04 	 Color:4.26e-05 	Time: 0.42
epoch 1300:	gram:7.73e-03 	 Rec:3.73e-04 	 Color:8.53e-05 	Time: 0.42
epoch 1350:	gram:6.52e-03 	 Rec:3.32e-04 	 Color:5.08e-05 	Time: 0.40
epoch 1400:	gram:6.63e-03 	 Rec:3.39e-04 	 Color:3.22e-05 	Time: 0.37
epoch 1450:	gram:7.26e-03 	 Rec:3.36e-04 	 Color:4.98e-05 	Time: 0.42
epoch 1500:	gram:7.21e-03 	 Rec:4.99e-04 	 Color:4.12e-05 	Time: 0.45
epoch 1550:	gram:8.82e-03 	 Rec:7.71e-04 	 Color:4.28e-05 	Time: 0.39
epoch 1600:	gram:5.36e-03 	 Rec:4.07e-04 	 Color:6.93e-05 	Time: 0.43
epoch 1650:	gram:7.17e-03 	 Rec:4.83e-04 	 Color:7.67e-05 	Time: 0.36
epoch 1700:	gram:5.88e-03 	 Rec:3.11e-04 	 Color:4.46e-05 	Time: 0.43
epoch 1750:	gram:5.72e-03 	 Rec:2.47e-04 	 Color:6.15e-05 	Time: 0.43
epoch 1800:	gram:5.60e-03 	 Rec:1.92e-04 	 Color:7.57e-05 	Time: 0.43
epoch 1850:	gram:7.67e-03 	 Rec:2.48e-04 	 Color:3.94e-05 	Time: 0.44
epoch 1900:	gram:6.99e-03 	 Rec:4.88e-04 	 Color:3.61e-05 	Time: 0.44
epoch 1950:	gram:6.49e-03 	 Rec:1.76e-04 	 Color:3.34e-05 	Time: 0.44
epoch 2000:	gram:6.95e-03 	 Rec:2.38e-04 	 Color:2.81e-05 	Time: 0.46
epoch 2050:	gram:6.10e-03 	 Rec:4.91e-04 	 Color:2.40e-05 	Time: 0.46
epoch 2100:	gram:6.96e-03 	 Rec:1.90e-04 	 Color:5.64e-05 	Time: 0.41
epoch 2150:	gram:7.27e-03 	 Rec:2.86e-04 	 Color:2.65e-05 	Time: 0.45
epoch 2200:	gram:7.41e-03 	 Rec:2.42e-04 	 Color:2.76e-05 	Time: 0.43
epoch 2250:	gram:6.44e-03 	 Rec:1.75e-04 	 Color:2.10e-05 	Time: 0.43
epoch 2300:	gram:8.88e-03 	 Rec:2.53e-04 	 Color:6.17e-05 	Time: 0.43
epoch 2350:	gram:7.25e-03 	 Rec:4.41e-04 	 Color:8.11e-05 	Time: 0.44
epoch 2400:	gram:7.67e-03 	 Rec:2.21e-04 	 Color:9.39e-05 	Time: 0.45
epoch 2450:	gram:6.66e-03 	 Rec:1.87e-04 	 Color:3.74e-05 	Time: 0.43
epoch 2500:	gram:6.28e-03 	 Rec:2.02e-04 	 Color:3.93e-05 	Time: 0.43
epoch 2550:	gram:7.84e-03 	 Rec:3.33e-04 	 Color:6.07e-05 	Time: 0.43
epoch 2600:	gram:5.88e-03 	 Rec:2.14e-04 	 Color:2.72e-05 	Time: 0.40
epoch 2650:	gram:6.34e-03 	 Rec:4.17e-04 	 Color:6.89e-05 	Time: 0.44
epoch 2700:	gram:6.49e-03 	 Rec:3.40e-04 	 Color:3.61e-05 	Time: 0.44
epoch 2750:	gram:7.11e-03 	 Rec:2.43e-04 	 Color:2.74e-05 	Time: 0.40
epoch 2800:	gram:7.74e-03 	 Rec:2.19e-04 	 Color:4.96e-05 	Time: 0.42
epoch 2850:	gram:5.97e-03 	 Rec:2.58e-04 	 Color:5.42e-05 	Time: 0.43
epoch 2900:	gram:7.26e-03 	 Rec:3.91e-04 	 Color:4.13e-05 	Time: 0.37
epoch 2950:	gram:6.34e-03 	 Rec:2.32e-04 	 Color:5.73e-05 	Time: 0.44
epoch 3000:	gram:6.42e-03 	 Rec:3.61e-04 	 Color:4.89e-05 	Time: 0.41
epoch 3050:	gram:6.37e-03 	 Rec:2.92e-04 	 Color:1.05e-04 	Time: 0.41
epoch 3100:	gram:5.81e-03 	 Rec:2.50e-04 	 Color:5.38e-05 	Time: 0.39
epoch 3150:	gram:7.12e-03 	 Rec:2.04e-04 	 Color:6.70e-05 	Time: 0.45
epoch 3200:	gram:6.86e-03 	 Rec:2.32e-04 	 Color:4.32e-05 	Time: 0.42
epoch 3250:	gram:5.52e-03 	 Rec:2.26e-04 	 Color:2.96e-05 	Time: 0.42
epoch 3300:	gram:5.37e-03 	 Rec:2.57e-04 	 Color:2.69e-05 	Time: 0.37
epoch 3350:	gram:7.51e-03 	 Rec:5.69e-04 	 Color:3.50e-05 	Time: 0.37
epoch 3400:	gram:7.90e-03 	 Rec:1.85e-04 	 Color:3.59e-05 	Time: 0.44
epoch 3450:	gram:6.56e-03 	 Rec:1.93e-04 	 Color:3.61e-05 	Time: 0.47
epoch 3500:	gram:5.94e-03 	 Rec:2.65e-04 	 Color:6.41e-05 	Time: 0.46
epoch 3550:	gram:5.58e-03 	 Rec:1.59e-04 	 Color:3.65e-05 	Time: 0.40
epoch 3600:	gram:7.71e-03 	 Rec:2.04e-04 	 Color:4.50e-05 	Time: 0.38
epoch 3650:	gram:6.85e-03 	 Rec:2.09e-04 	 Color:3.07e-05 	Time: 0.40
epoch 3700:	gram:6.27e-03 	 Rec:3.57e-04 	 Color:6.92e-05 	Time: 0.37
epoch 3750:	gram:5.91e-03 	 Rec:2.15e-04 	 Color:4.80e-05 	Time: 0.38
epoch 3800:	gram:6.22e-03 	 Rec:3.21e-04 	 Color:2.74e-05 	Time: 0.44
epoch 3850:	gram:5.33e-03 	 Rec:2.45e-04 	 Color:2.51e-05 	Time: 0.42
epoch 3900:	gram:5.27e-03 	 Rec:4.23e-04 	 Color:5.57e-05 	Time: 0.41
epoch 3950:	gram:6.21e-03 	 Rec:1.42e-04 	 Color:4.63e-05 	Time: 0.42
epoch 4000:	gram:5.88e-03 	 Rec:1.88e-04 	 Color:4.16e-05 	Time: 0.41
epoch 4050:	gram:5.82e-03 	 Rec:2.34e-04 	 Color:3.19e-05 	Time: 0.43
epoch 4100:	gram:6.91e-03 	 Rec:4.03e-04 	 Color:1.86e-05 	Time: 0.41
epoch 4150:	gram:5.56e-03 	 Rec:2.06e-04 	 Color:3.88e-05 	Time: 0.38
epoch 4200:	gram:5.38e-03 	 Rec:1.81e-04 	 Color:2.74e-05 	Time: 0.41
epoch 4250:	gram:6.18e-03 	 Rec:2.30e-04 	 Color:3.99e-05 	Time: 0.40
epoch 4300:	gram:5.34e-03 	 Rec:4.55e-04 	 Color:6.58e-05 	Time: 0.40
epoch 4350:	gram:6.53e-03 	 Rec:2.74e-04 	 Color:5.16e-05 	Time: 0.39
epoch 4400:	gram:5.16e-03 	 Rec:2.17e-04 	 Color:4.42e-05 	Time: 0.42
epoch 4450:	gram:5.53e-03 	 Rec:1.89e-04 	 Color:3.07e-05 	Time: 0.44
epoch 4500:	gram:5.99e-03 	 Rec:1.95e-04 	 Color:2.75e-05 	Time: 0.47
epoch 4550:	gram:7.35e-03 	 Rec:2.16e-04 	 Color:3.83e-05 	Time: 0.44
epoch 4600:	gram:7.26e-03 	 Rec:2.57e-04 	 Color:5.07e-05 	Time: 0.45
epoch 4650:	gram:5.71e-03 	 Rec:2.49e-04 	 Color:2.75e-05 	Time: 0.45
epoch 4700:	gram:6.36e-03 	 Rec:1.22e-04 	 Color:4.64e-05 	Time: 0.43
epoch 4750:	gram:5.13e-03 	 Rec:1.58e-04 	 Color:3.64e-05 	Time: 0.41
epoch 4800:	gram:5.40e-03 	 Rec:1.29e-04 	 Color:2.89e-05 	Time: 0.43
epoch 4850:	gram:7.25e-03 	 Rec:2.95e-04 	 Color:3.48e-05 	Time: 0.45
epoch 4900:	gram:7.65e-03 	 Rec:2.40e-04 	 Color:4.26e-05 	Time: 0.42
epoch 4950:	gram:5.81e-03 	 Rec:1.56e-04 	 Color:5.76e-05 	Time: 0.43
epoch 5000:	gram:5.53e-03 	 Rec:2.17e-04 	 Color:4.77e-05 	Time: 0.44
epoch 5050:	gram:4.95e-03 	 Rec:1.78e-04 	 Color:3.45e-05 	Time: 0.45
