epoch 0:	gram:6.30e-02 	 Rec:5.91e-02 	 Color:0.00e+00 	Time: 0.02
epoch 50:	gram:1.41e-02 	 Rec:3.43e-03 	 Color:0.00e+00 	Time: 0.82
epoch 100:	gram:1.09e-02 	 Rec:2.60e-03 	 Color:0.00e+00 	Time: 0.82
epoch 150:	gram:1.13e-02 	 Rec:2.08e-03 	 Color:0.00e+00 	Time: 0.82
epoch 200:	gram:1.22e-02 	 Rec:2.07e-03 	 Color:0.00e+00 	Time: 0.83
epoch 250:	gram:1.11e-02 	 Rec:1.60e-03 	 Color:0.00e+00 	Time: 0.82
epoch 300:	gram:1.11e-02 	 Rec:1.48e-03 	 Color:0.00e+00 	Time: 0.81
epoch 350:	gram:1.14e-02 	 Rec:1.43e-03 	 Color:0.00e+00 	Time: 0.82
epoch 400:	gram:1.10e-02 	 Rec:1.27e-03 	 Color:0.00e+00 	Time: 0.81
epoch 450:	gram:1.01e-02 	 Rec:1.29e-03 	 Color:0.00e+00 	Time: 0.81
epoch 500:	gram:1.24e-02 	 Rec:1.35e-03 	 Color:0.00e+00 	Time: 0.82
epoch 550:	gram:1.39e-02 	 Rec:9.56e-04 	 Color:0.00e+00 	Time: 0.82
epoch 600:	gram:1.06e-02 	 Rec:8.64e-04 	 Color:0.00e+00 	Time: 0.82
epoch 650:	gram:9.97e-03 	 Rec:8.88e-04 	 Color:0.00e+00 	Time: 0.81
epoch 700:	gram:1.09e-02 	 Rec:9.66e-04 	 Color:0.00e+00 	Time: 0.81
epoch 750:	gram:1.23e-02 	 Rec:8.78e-04 	 Color:0.00e+00 	Time: 0.82
epoch 800:	gram:1.24e-02 	 Rec:6.73e-04 	 Color:0.00e+00 	Time: 0.83
epoch 850:	gram:9.37e-03 	 Rec:7.23e-04 	 Color:0.00e+00 	Time: 0.83
epoch 900:	gram:1.25e-02 	 Rec:7.05e-04 	 Color:0.00e+00 	Time: 0.83
epoch 950:	gram:1.10e-02 	 Rec:8.35e-04 	 Color:0.00e+00 	Time: 0.83
epoch 1000:	gram:1.10e-02 	 Rec:7.34e-04 	 Color:0.00e+00 	Time: 0.83
