epoch 0:	pdl:9.43e-01 	 Rec:5.98e-02 	 Color:1.58e-01 	Time: 0.01
epoch 50:	pdl:3.12e-01 	 Rec:8.53e-03 	 Color:1.14e-01 	Time: 0.76
epoch 100:	pdl:3.39e-01 	 Rec:9.13e-03 	 Color:1.10e-01 	Time: 0.72
epoch 150:	pdl:2.96e-01 	 Rec:7.02e-03 	 Color:9.67e-02 	Time: 0.76
epoch 200:	pdl:3.20e-01 	 Rec:7.19e-03 	 Color:1.07e-01 	Time: 0.76
epoch 250:	pdl:2.97e-01 	 Rec:5.85e-03 	 Color:9.69e-02 	Time: 0.76
epoch 300:	pdl:2.90e-01 	 Rec:5.80e-03 	 Color:9.49e-02 	Time: 0.76
epoch 350:	pdl:3.07e-01 	 Rec:4.93e-03 	 Color:1.02e-01 	Time: 0.77
epoch 400:	pdl:3.54e-01 	 Rec:5.11e-03 	 Color:1.04e-01 	Time: 0.76
epoch 450:	pdl:2.90e-01 	 Rec:5.05e-03 	 Color:9.76e-02 	Time: 0.77
epoch 500:	pdl:3.09e-01 	 Rec:4.65e-03 	 Color:8.65e-02 	Time: 0.77
epoch 550:	pdl:3.14e-01 	 Rec:4.87e-03 	 Color:8.50e-02 	Time: 0.78
epoch 600:	pdl:3.00e-01 	 Rec:4.57e-03 	 Color:9.33e-02 	Time: 0.78
epoch 650:	pdl:3.25e-01 	 Rec:4.36e-03 	 Color:1.13e-01 	Time: 0.78
epoch 700:	pdl:2.73e-01 	 Rec:4.41e-03 	 Color:8.91e-02 	Time: 0.78
epoch 750:	pdl:2.90e-01 	 Rec:4.65e-03 	 Color:9.79e-02 	Time: 0.78
epoch 800:	pdl:2.62e-01 	 Rec:4.08e-03 	 Color:8.87e-02 	Time: 0.78
epoch 850:	pdl:2.63e-01 	 Rec:4.64e-03 	 Color:8.88e-02 	Time: 0.77
epoch 900:	pdl:2.89e-01 	 Rec:4.23e-03 	 Color:1.07e-01 	Time: 0.76
epoch 950:	pdl:2.73e-01 	 Rec:4.48e-03 	 Color:9.95e-02 	Time: 0.78
epoch 1000:	pdl:2.65e-01 	 Rec:3.68e-03 	 Color:9.21e-02 	Time: 0.76
epoch 1050:	pdl:2.68e-01 	 Rec:4.00e-03 	 Color:8.68e-02 	Time: 0.77
epoch 1100:	pdl:3.28e-01 	 Rec:3.91e-03 	 Color:9.30e-02 	Time: 0.77
epoch 1150:	pdl:2.71e-01 	 Rec:4.28e-03 	 Color:1.03e-01 	Time: 0.76
epoch 1200:	pdl:3.04e-01 	 Rec:3.89e-03 	 Color:1.02e-01 	Time: 0.77
epoch 1250:	pdl:2.80e-01 	 Rec:3.81e-03 	 Color:9.86e-02 	Time: 0.77
epoch 1300:	pdl:2.61e-01 	 Rec:3.78e-03 	 Color:8.08e-02 	Time: 0.76
epoch 1350:	pdl:2.55e-01 	 Rec:3.39e-03 	 Color:8.70e-02 	Time: 0.75
epoch 1400:	pdl:2.64e-01 	 Rec:3.41e-03 	 Color:1.01e-01 	Time: 0.75
epoch 1450:	pdl:3.30e-01 	 Rec:3.96e-03 	 Color:9.48e-02 	Time: 0.76
epoch 1500:	pdl:2.68e-01 	 Rec:3.24e-03 	 Color:9.94e-02 	Time: 0.76
epoch 1550:	pdl:2.70e-01 	 Rec:3.08e-03 	 Color:9.75e-02 	Time: 0.77
epoch 1600:	pdl:2.70e-01 	 Rec:3.93e-03 	 Color:8.56e-02 	Time: 0.77
epoch 1650:	pdl:2.88e-01 	 Rec:3.50e-03 	 Color:9.75e-02 	Time: 0.82
epoch 1700:	pdl:2.79e-01 	 Rec:3.09e-03 	 Color:8.36e-02 	Time: 0.77
epoch 1750:	pdl:2.89e-01 	 Rec:3.28e-03 	 Color:9.23e-02 	Time: 0.76
epoch 1800:	pdl:2.68e-01 	 Rec:3.07e-03 	 Color:9.39e-02 	Time: 0.77
epoch 1850:	pdl:2.96e-01 	 Rec:3.02e-03 	 Color:8.50e-02 	Time: 0.77
epoch 1900:	pdl:2.90e-01 	 Rec:3.30e-03 	 Color:8.12e-02 	Time: 0.77
epoch 1950:	pdl:2.72e-01 	 Rec:3.17e-03 	 Color:1.03e-01 	Time: 0.76
