epoch 0:	pdl:1.11e+00 	 Rec:7.64e-02 	 Color:1.98e-01 	Time: 0.03
epoch 50:	pdl:7.85e-01 	 Rec:3.48e-02 	 Color:1.81e-01 	Time: 3.33
epoch 100:	pdl:6.91e-01 	 Rec:2.19e-02 	 Color:1.46e-01 	Time: 3.08
epoch 150:	pdl:5.85e-01 	 Rec:1.38e-02 	 Color:1.30e-01 	Time: 3.08
epoch 200:	pdl:5.50e-01 	 Rec:1.13e-02 	 Color:1.22e-01 	Time: 3.18
epoch 250:	pdl:4.47e-01 	 Rec:1.24e-02 	 Color:1.33e-01 	Time: 3.14
epoch 300:	pdl:4.14e-01 	 Rec:1.10e-02 	 Color:1.34e-01 	Time: 3.03
epoch 350:	pdl:4.75e-01 	 Rec:1.52e-02 	 Color:1.37e-01 	Time: 3.09
epoch 400:	pdl:4.23e-01 	 Rec:1.26e-02 	 Color:1.28e-01 	Time: 3.20
epoch 450:	pdl:8.45e-01 	 Rec:1.30e-02 	 Color:1.62e-01 	Time: 3.15
epoch 500:	pdl:7.05e-01 	 Rec:1.55e-02 	 Color:1.61e-01 	Time: 3.24
epoch 550:	pdl:4.76e-01 	 Rec:1.36e-02 	 Color:1.23e-01 	Time: 3.15
epoch 600:	pdl:4.26e-01 	 Rec:9.20e-03 	 Color:1.30e-01 	Time: 2.77
epoch 650:	pdl:6.30e-01 	 Rec:9.49e-03 	 Color:1.21e-01 	Time: 3.12
epoch 700:	pdl:4.46e-01 	 Rec:8.95e-03 	 Color:1.37e-01 	Time: 3.14
epoch 750:	pdl:4.14e-01 	 Rec:1.04e-02 	 Color:1.22e-01 	Time: 3.06
epoch 800:	pdl:4.34e-01 	 Rec:9.02e-03 	 Color:1.22e-01 	Time: 3.06
epoch 850:	pdl:3.98e-01 	 Rec:1.14e-02 	 Color:1.45e-01 	Time: 3.04
epoch 900:	pdl:3.83e-01 	 Rec:8.91e-03 	 Color:1.13e-01 	Time: 3.16
epoch 950:	pdl:4.52e-01 	 Rec:8.62e-03 	 Color:1.18e-01 	Time: 3.10
epoch 1000:	pdl:5.13e-01 	 Rec:9.78e-03 	 Color:1.28e-01 	Time: 3.07
epoch 1050:	pdl:4.87e-01 	 Rec:1.01e-02 	 Color:1.19e-01 	Time: 3.17
epoch 1100:	pdl:3.95e-01 	 Rec:8.50e-03 	 Color:1.37e-01 	Time: 3.14
epoch 1150:	pdl:4.76e-01 	 Rec:9.01e-03 	 Color:1.39e-01 	Time: 3.02
epoch 1200:	pdl:4.46e-01 	 Rec:8.35e-03 	 Color:1.22e-01 	Time: 3.13
epoch 1250:	pdl:5.81e-01 	 Rec:8.64e-03 	 Color:1.09e-01 	Time: 3.06
epoch 1300:	pdl:3.97e-01 	 Rec:8.91e-03 	 Color:1.19e-01 	Time: 3.08
epoch 1350:	pdl:4.00e-01 	 Rec:9.03e-03 	 Color:1.24e-01 	Time: 3.02
epoch 1400:	pdl:4.16e-01 	 Rec:8.36e-03 	 Color:1.24e-01 	Time: 3.14
epoch 1450:	pdl:4.46e-01 	 Rec:8.18e-03 	 Color:1.33e-01 	Time: 3.04
epoch 1500:	pdl:3.96e-01 	 Rec:7.95e-03 	 Color:1.27e-01 	Time: 3.07
epoch 1550:	pdl:5.07e-01 	 Rec:8.16e-03 	 Color:1.33e-01 	Time: 3.10
epoch 1600:	pdl:4.19e-01 	 Rec:7.85e-03 	 Color:1.19e-01 	Time: 3.10
epoch 1650:	pdl:4.55e-01 	 Rec:8.47e-03 	 Color:1.21e-01 	Time: 3.04
epoch 1700:	pdl:4.92e-01 	 Rec:8.34e-03 	 Color:1.32e-01 	Time: 3.05
epoch 1750:	pdl:4.65e-01 	 Rec:8.17e-03 	 Color:1.22e-01 	Time: 3.07
epoch 1800:	pdl:4.56e-01 	 Rec:8.75e-03 	 Color:1.19e-01 	Time: 3.10
epoch 1850:	pdl:4.13e-01 	 Rec:7.75e-03 	 Color:1.09e-01 	Time: 3.08
epoch 1900:	pdl:5.35e-01 	 Rec:7.96e-03 	 Color:1.14e-01 	Time: 3.00
epoch 1950:	pdl:3.99e-01 	 Rec:7.91e-03 	 Color:1.27e-01 	Time: 3.08
epoch 2000:	pdl:4.33e-01 	 Rec:8.01e-03 	 Color:1.28e-01 	Time: 2.98
epoch 2050:	pdl:4.03e-01 	 Rec:7.87e-03 	 Color:1.26e-01 	Time: 3.22
epoch 2100:	pdl:4.31e-01 	 Rec:8.18e-03 	 Color:1.35e-01 	Time: 3.08
epoch 2150:	pdl:4.32e-01 	 Rec:7.61e-03 	 Color:1.23e-01 	Time: 3.13
epoch 2200:	pdl:4.31e-01 	 Rec:8.07e-03 	 Color:1.39e-01 	Time: 3.06
epoch 2250:	pdl:3.83e-01 	 Rec:7.73e-03 	 Color:1.24e-01 	Time: 3.02
epoch 2300:	pdl:3.99e-01 	 Rec:7.75e-03 	 Color:1.23e-01 	Time: 3.11
epoch 2350:	pdl:4.03e-01 	 Rec:7.84e-03 	 Color:1.28e-01 	Time: 3.14
epoch 2400:	pdl:4.08e-01 	 Rec:7.58e-03 	 Color:1.37e-01 	Time: 3.07
epoch 2450:	pdl:3.95e-01 	 Rec:7.72e-03 	 Color:1.24e-01 	Time: 3.11
epoch 2500:	pdl:4.33e-01 	 Rec:7.47e-03 	 Color:1.44e-01 	Time: 3.13
epoch 2550:	pdl:5.57e-01 	 Rec:8.20e-03 	 Color:1.28e-01 	Time: 3.08
epoch 2600:	pdl:4.14e-01 	 Rec:7.48e-03 	 Color:1.23e-01 	Time: 3.12
epoch 2650:	pdl:4.16e-01 	 Rec:7.35e-03 	 Color:1.27e-01 	Time: 3.10
epoch 2700:	pdl:4.86e-01 	 Rec:7.58e-03 	 Color:1.22e-01 	Time: 3.22
epoch 2750:	pdl:4.08e-01 	 Rec:7.59e-03 	 Color:1.25e-01 	Time: 3.06
epoch 2800:	pdl:5.24e-01 	 Rec:8.16e-03 	 Color:1.31e-01 	Time: 3.03
epoch 2850:	pdl:3.92e-01 	 Rec:7.58e-03 	 Color:1.15e-01 	Time: 3.07
epoch 2900:	pdl:3.53e-01 	 Rec:7.22e-03 	 Color:1.35e-01 	Time: 3.15
epoch 2950:	pdl:3.51e-01 	 Rec:7.42e-03 	 Color:1.21e-01 	Time: 3.17
epoch 3000:	pdl:3.69e-01 	 Rec:7.19e-03 	 Color:1.17e-01 	Time: 3.00
epoch 3050:	pdl:3.63e-01 	 Rec:7.21e-03 	 Color:1.36e-01 	Time: 3.21
epoch 3100:	pdl:4.04e-01 	 Rec:7.52e-03 	 Color:1.33e-01 	Time: 3.15
epoch 3150:	pdl:3.99e-01 	 Rec:7.02e-03 	 Color:1.26e-01 	Time: 3.04
epoch 3200:	pdl:4.12e-01 	 Rec:7.28e-03 	 Color:1.36e-01 	Time: 3.17
epoch 3250:	pdl:4.94e-01 	 Rec:6.96e-03 	 Color:1.07e-01 	Time: 3.07
epoch 3300:	pdl:3.79e-01 	 Rec:6.99e-03 	 Color:1.32e-01 	Time: 3.15
epoch 3350:	pdl:4.33e-01 	 Rec:6.89e-03 	 Color:1.30e-01 	Time: 3.06
epoch 3400:	pdl:4.57e-01 	 Rec:7.62e-03 	 Color:1.32e-01 	Time: 3.10
epoch 3450:	pdl:5.14e-01 	 Rec:6.89e-03 	 Color:1.15e-01 	Time: 3.13
epoch 3500:	pdl:4.01e-01 	 Rec:6.98e-03 	 Color:1.37e-01 	Time: 2.99
epoch 3550:	pdl:4.66e-01 	 Rec:7.30e-03 	 Color:1.27e-01 	Time: 3.15
epoch 3600:	pdl:4.68e-01 	 Rec:7.05e-03 	 Color:1.34e-01 	Time: 3.10
epoch 3650:	pdl:3.78e-01 	 Rec:7.00e-03 	 Color:1.26e-01 	Time: 3.16
epoch 3700:	pdl:4.09e-01 	 Rec:6.83e-03 	 Color:1.40e-01 	Time: 3.06
epoch 3750:	pdl:3.86e-01 	 Rec:6.77e-03 	 Color:1.25e-01 	Time: 3.19
epoch 3800:	pdl:3.69e-01 	 Rec:6.86e-03 	 Color:1.21e-01 	Time: 3.18
epoch 3850:	pdl:3.92e-01 	 Rec:6.83e-03 	 Color:1.06e-01 	Time: 3.02
epoch 3900:	pdl:3.74e-01 	 Rec:6.92e-03 	 Color:1.14e-01 	Time: 3.13
epoch 3950:	pdl:3.66e-01 	 Rec:6.62e-03 	 Color:1.35e-01 	Time: 3.10
epoch 4000:	pdl:4.18e-01 	 Rec:6.74e-03 	 Color:1.25e-01 	Time: 3.10
epoch 4050:	pdl:5.27e-01 	 Rec:6.63e-03 	 Color:1.19e-01 	Time: 3.21
epoch 4100:	pdl:4.36e-01 	 Rec:6.49e-03 	 Color:1.25e-01 	Time: 3.14
epoch 4150:	pdl:4.25e-01 	 Rec:6.64e-03 	 Color:1.29e-01 	Time: 3.07
epoch 4200:	pdl:4.63e-01 	 Rec:6.77e-03 	 Color:1.26e-01 	Time: 3.14
epoch 4250:	pdl:4.38e-01 	 Rec:6.30e-03 	 Color:1.25e-01 	Time: 3.14
epoch 4300:	pdl:4.05e-01 	 Rec:6.88e-03 	 Color:1.33e-01 	Time: 3.10
epoch 4350:	pdl:4.02e-01 	 Rec:6.49e-03 	 Color:1.28e-01 	Time: 3.08
epoch 4400:	pdl:3.61e-01 	 Rec:6.42e-03 	 Color:1.32e-01 	Time: 3.06
epoch 4450:	pdl:3.85e-01 	 Rec:6.55e-03 	 Color:1.19e-01 	Time: 3.07
epoch 4500:	pdl:4.10e-01 	 Rec:6.59e-03 	 Color:1.31e-01 	Time: 2.85
epoch 4550:	pdl:4.02e-01 	 Rec:6.40e-03 	 Color:1.32e-01 	Time: 3.07
epoch 4600:	pdl:4.32e-01 	 Rec:6.64e-03 	 Color:1.27e-01 	Time: 3.17
epoch 4650:	pdl:4.00e-01 	 Rec:6.40e-03 	 Color:1.21e-01 	Time: 3.07
epoch 4700:	pdl:4.34e-01 	 Rec:6.87e-03 	 Color:1.19e-01 	Time: 3.06
epoch 4750:	pdl:3.56e-01 	 Rec:6.44e-03 	 Color:1.17e-01 	Time: 3.26
epoch 4800:	pdl:3.67e-01 	 Rec:6.27e-03 	 Color:1.34e-01 	Time: 3.08
epoch 4850:	pdl:4.02e-01 	 Rec:7.04e-03 	 Color:1.28e-01 	Time: 3.08
epoch 4900:	pdl:3.70e-01 	 Rec:6.28e-03 	 Color:1.31e-01 	Time: 3.10
epoch 4950:	pdl:4.86e-01 	 Rec:6.19e-03 	 Color:1.15e-01 	Time: 3.00
epoch 5000:	pdl:4.26e-01 	 Rec:6.29e-03 	 Color:1.35e-01 	Time: 3.07
epoch 5050:	pdl:3.58e-01 	 Rec:6.50e-03 	 Color:1.24e-01 	Time: 3.25
epoch 5100:	pdl:3.92e-01 	 Rec:6.24e-03 	 Color:1.26e-01 	Time: 3.12
epoch 5150:	pdl:4.21e-01 	 Rec:6.27e-03 	 Color:1.30e-01 	Time: 3.17
epoch 5200:	pdl:4.14e-01 	 Rec:6.33e-03 	 Color:1.34e-01 	Time: 3.19
epoch 5250:	pdl:3.98e-01 	 Rec:6.07e-03 	 Color:1.27e-01 	Time: 3.21
epoch 5300:	pdl:4.08e-01 	 Rec:6.13e-03 	 Color:1.30e-01 	Time: 3.12
epoch 5350:	pdl:3.73e-01 	 Rec:6.15e-03 	 Color:1.27e-01 	Time: 3.11
epoch 5400:	pdl:3.95e-01 	 Rec:6.18e-03 	 Color:1.09e-01 	Time: 3.07
epoch 5450:	pdl:4.28e-01 	 Rec:5.96e-03 	 Color:1.38e-01 	Time: 3.12
epoch 5500:	pdl:4.00e-01 	 Rec:5.78e-03 	 Color:1.25e-01 	Time: 3.11
epoch 5550:	pdl:4.24e-01 	 Rec:5.91e-03 	 Color:1.31e-01 	Time: 3.32
epoch 5600:	pdl:4.81e-01 	 Rec:6.55e-03 	 Color:1.45e-01 	Time: 3.12
epoch 5650:	pdl:3.52e-01 	 Rec:5.88e-03 	 Color:1.24e-01 	Time: 3.18
epoch 5700:	pdl:4.92e-01 	 Rec:5.71e-03 	 Color:1.28e-01 	Time: 3.12
epoch 5750:	pdl:3.64e-01 	 Rec:6.18e-03 	 Color:1.25e-01 	Time: 3.12
epoch 5800:	pdl:4.53e-01 	 Rec:6.28e-03 	 Color:1.22e-01 	Time: 3.14
epoch 5850:	pdl:4.66e-01 	 Rec:6.34e-03 	 Color:1.50e-01 	Time: 3.06
epoch 5900:	pdl:4.34e-01 	 Rec:5.72e-03 	 Color:1.23e-01 	Time: 3.11
epoch 5950:	pdl:4.25e-01 	 Rec:5.67e-03 	 Color:1.37e-01 	Time: 3.20
epoch 6000:	pdl:4.47e-01 	 Rec:5.52e-03 	 Color:1.41e-01 	Time: 3.10
epoch 6050:	pdl:3.64e-01 	 Rec:5.56e-03 	 Color:1.14e-01 	Time: 3.25
