epoch 0:	pdl:1.52e-01 	 Rec:4.78e-03 	 Color:0.00e+00 	Time: 0.02
epoch 50:	pdl:1.51e-01 	 Rec:2.71e-03 	 Color:0.00e+00 	Time: 1.22
epoch 100:	pdl:1.38e-01 	 Rec:2.50e-03 	 Color:0.00e+00 	Time: 1.11
epoch 150:	pdl:1.37e-01 	 Rec:2.06e-03 	 Color:0.00e+00 	Time: 1.11
epoch 200:	pdl:1.40e-01 	 Rec:2.35e-03 	 Color:0.00e+00 	Time: 1.12
epoch 250:	pdl:1.35e-01 	 Rec:2.05e-03 	 Color:0.00e+00 	Time: 1.11
epoch 300:	pdl:1.46e-01 	 Rec:1.86e-03 	 Color:0.00e+00 	Time: 1.12
epoch 350:	pdl:1.32e-01 	 Rec:1.98e-03 	 Color:0.00e+00 	Time: 1.12
epoch 400:	pdl:1.35e-01 	 Rec:1.76e-03 	 Color:0.00e+00 	Time: 1.12
epoch 450:	pdl:1.37e-01 	 Rec:1.65e-03 	 Color:0.00e+00 	Time: 1.14
epoch 500:	pdl:1.32e-01 	 Rec:2.08e-03 	 Color:0.00e+00 	Time: 1.12
epoch 550:	pdl:1.29e-01 	 Rec:1.55e-03 	 Color:0.00e+00 	Time: 1.12
epoch 600:	pdl:1.35e-01 	 Rec:1.60e-03 	 Color:0.00e+00 	Time: 1.13
epoch 650:	pdl:1.60e-01 	 Rec:1.64e-03 	 Color:0.00e+00 	Time: 1.13
epoch 700:	pdl:1.27e-01 	 Rec:1.63e-03 	 Color:0.00e+00 	Time: 1.12
epoch 750:	pdl:1.36e-01 	 Rec:1.66e-03 	 Color:0.00e+00 	Time: 1.12
epoch 800:	pdl:1.30e-01 	 Rec:1.51e-03 	 Color:0.00e+00 	Time: 1.12
epoch 850:	pdl:1.40e-01 	 Rec:1.51e-03 	 Color:0.00e+00 	Time: 1.12
epoch 900:	pdl:1.43e-01 	 Rec:1.41e-03 	 Color:0.00e+00 	Time: 1.13
epoch 950:	pdl:1.36e-01 	 Rec:1.41e-03 	 Color:0.00e+00 	Time: 1.12
epoch 1000:	pdl:1.33e-01 	 Rec:1.37e-03 	 Color:0.00e+00 	Time: 1.13
epoch 1050:	pdl:1.43e-01 	 Rec:1.42e-03 	 Color:0.00e+00 	Time: 1.12
epoch 1100:	pdl:1.32e-01 	 Rec:1.37e-03 	 Color:0.00e+00 	Time: 1.11
epoch 1150:	pdl:1.29e-01 	 Rec:1.36e-03 	 Color:0.00e+00 	Time: 1.11
epoch 1200:	pdl:1.36e-01 	 Rec:1.28e-03 	 Color:0.00e+00 	Time: 1.13
epoch 1250:	pdl:1.47e-01 	 Rec:1.41e-03 	 Color:0.00e+00 	Time: 1.11
epoch 1300:	pdl:1.52e-01 	 Rec:1.74e-03 	 Color:0.00e+00 	Time: 1.11
epoch 1350:	pdl:1.26e-01 	 Rec:1.28e-03 	 Color:0.00e+00 	Time: 1.11
epoch 1400:	pdl:1.45e-01 	 Rec:1.23e-03 	 Color:0.00e+00 	Time: 1.17
epoch 1450:	pdl:1.27e-01 	 Rec:1.30e-03 	 Color:0.00e+00 	Time: 1.13
epoch 1500:	pdl:1.32e-01 	 Rec:1.25e-03 	 Color:0.00e+00 	Time: 1.13
epoch 1550:	pdl:1.28e-01 	 Rec:1.15e-03 	 Color:0.00e+00 	Time: 1.11
epoch 1600:	pdl:1.39e-01 	 Rec:1.52e-03 	 Color:0.00e+00 	Time: 1.11
epoch 1650:	pdl:1.30e-01 	 Rec:1.12e-03 	 Color:0.00e+00 	Time: 1.10
epoch 1700:	pdl:1.35e-01 	 Rec:1.26e-03 	 Color:0.00e+00 	Time: 1.12
epoch 1750:	pdl:1.50e-01 	 Rec:1.12e-03 	 Color:0.00e+00 	Time: 1.10
epoch 1800:	pdl:1.28e-01 	 Rec:1.12e-03 	 Color:0.00e+00 	Time: 1.10
epoch 1850:	pdl:1.25e-01 	 Rec:1.16e-03 	 Color:0.00e+00 	Time: 1.09
epoch 1900:	pdl:1.34e-01 	 Rec:1.25e-03 	 Color:0.00e+00 	Time: 1.10
epoch 1950:	pdl:1.31e-01 	 Rec:1.15e-03 	 Color:0.00e+00 	Time: 1.10
epoch 2000:	pdl:1.39e-01 	 Rec:1.11e-03 	 Color:0.00e+00 	Time: 1.10
epoch 2050:	pdl:1.32e-01 	 Rec:1.24e-03 	 Color:0.00e+00 	Time: 1.13
epoch 2100:	pdl:1.54e-01 	 Rec:1.11e-03 	 Color:0.00e+00 	Time: 1.09
epoch 2150:	pdl:1.35e-01 	 Rec:1.15e-03 	 Color:0.00e+00 	Time: 1.09
epoch 2200:	pdl:1.37e-01 	 Rec:1.11e-03 	 Color:0.00e+00 	Time: 1.10
epoch 2250:	pdl:1.28e-01 	 Rec:1.02e-03 	 Color:0.00e+00 	Time: 1.10
epoch 2300:	pdl:1.33e-01 	 Rec:1.02e-03 	 Color:0.00e+00 	Time: 1.12
epoch 2350:	pdl:1.47e-01 	 Rec:1.15e-03 	 Color:0.00e+00 	Time: 1.13
epoch 2400:	pdl:1.32e-01 	 Rec:1.14e-03 	 Color:0.00e+00 	Time: 1.12
epoch 2450:	pdl:1.50e-01 	 Rec:1.02e-03 	 Color:0.00e+00 	Time: 1.10
epoch 2500:	pdl:1.32e-01 	 Rec:9.56e-04 	 Color:0.00e+00 	Time: 1.10
epoch 2550:	pdl:1.30e-01 	 Rec:1.03e-03 	 Color:0.00e+00 	Time: 1.10
epoch 2600:	pdl:1.27e-01 	 Rec:1.03e-03 	 Color:0.00e+00 	Time: 1.11
epoch 2650:	pdl:1.41e-01 	 Rec:1.03e-03 	 Color:0.00e+00 	Time: 1.10
epoch 2700:	pdl:1.45e-01 	 Rec:1.04e-03 	 Color:0.00e+00 	Time: 1.10
epoch 2750:	pdl:1.25e-01 	 Rec:9.43e-04 	 Color:0.00e+00 	Time: 1.12
epoch 2800:	pdl:1.31e-01 	 Rec:1.12e-03 	 Color:0.00e+00 	Time: 1.10
epoch 2850:	pdl:1.34e-01 	 Rec:1.10e-03 	 Color:0.00e+00 	Time: 1.10
epoch 2900:	pdl:1.35e-01 	 Rec:1.20e-03 	 Color:0.00e+00 	Time: 1.10
epoch 2950:	pdl:1.31e-01 	 Rec:1.01e-03 	 Color:0.00e+00 	Time: 1.12
epoch 3000:	pdl:1.45e-01 	 Rec:9.32e-04 	 Color:0.00e+00 	Time: 1.09
epoch 3050:	pdl:1.35e-01 	 Rec:1.07e-03 	 Color:0.00e+00 	Time: 1.13
epoch 3100:	pdl:1.46e-01 	 Rec:9.68e-04 	 Color:0.00e+00 	Time: 1.10
epoch 3150:	pdl:1.43e-01 	 Rec:9.20e-04 	 Color:0.00e+00 	Time: 1.11
epoch 3200:	pdl:1.29e-01 	 Rec:1.00e-03 	 Color:0.00e+00 	Time: 1.11
epoch 3250:	pdl:1.32e-01 	 Rec:9.67e-04 	 Color:0.00e+00 	Time: 1.10
epoch 3300:	pdl:1.35e-01 	 Rec:9.65e-04 	 Color:0.00e+00 	Time: 1.12
epoch 3350:	pdl:1.31e-01 	 Rec:1.06e-03 	 Color:0.00e+00 	Time: 1.09
epoch 3400:	pdl:1.20e-01 	 Rec:8.63e-04 	 Color:0.00e+00 	Time: 1.10
epoch 3450:	pdl:1.37e-01 	 Rec:1.05e-03 	 Color:0.00e+00 	Time: 1.12
