epoch 0:	pdl:4.15e-01 	 Rec:8.94e-03 	 Color:4.10e-02 	Time: 0.01
epoch 50:	pdl:3.56e-01 	 Rec:2.79e-03 	 Color:3.68e-02 	Time: 0.71
epoch 100:	pdl:3.69e-01 	 Rec:2.18e-03 	 Color:3.91e-02 	Time: 0.71
epoch 150:	pdl:3.70e-01 	 Rec:1.84e-03 	 Color:3.74e-02 	Time: 0.70
epoch 200:	pdl:3.59e-01 	 Rec:1.55e-03 	 Color:4.07e-02 	Time: 0.69
epoch 250:	pdl:3.56e-01 	 Rec:1.52e-03 	 Color:3.45e-02 	Time: 0.70
epoch 300:	pdl:3.52e-01 	 Rec:1.30e-03 	 Color:3.73e-02 	Time: 0.69
epoch 350:	pdl:3.52e-01 	 Rec:1.25e-03 	 Color:3.77e-02 	Time: 0.69
epoch 400:	pdl:3.51e-01 	 Rec:1.31e-03 	 Color:3.50e-02 	Time: 0.69
epoch 450:	pdl:3.47e-01 	 Rec:1.09e-03 	 Color:3.48e-02 	Time: 0.69
epoch 500:	pdl:3.59e-01 	 Rec:1.11e-03 	 Color:3.43e-02 	Time: 0.69
epoch 550:	pdl:3.34e-01 	 Rec:9.56e-04 	 Color:3.23e-02 	Time: 0.70
epoch 600:	pdl:3.54e-01 	 Rec:1.01e-03 	 Color:2.97e-02 	Time: 0.70
epoch 650:	pdl:3.39e-01 	 Rec:8.90e-04 	 Color:2.95e-02 	Time: 0.69
epoch 700:	pdl:3.47e-01 	 Rec:8.62e-04 	 Color:3.54e-02 	Time: 0.69
epoch 750:	pdl:3.32e-01 	 Rec:7.82e-04 	 Color:3.72e-02 	Time: 0.69
epoch 800:	pdl:3.38e-01 	 Rec:7.60e-04 	 Color:3.88e-02 	Time: 0.69
epoch 850:	pdl:3.47e-01 	 Rec:7.51e-04 	 Color:3.57e-02 	Time: 0.70
epoch 900:	pdl:3.26e-01 	 Rec:7.06e-04 	 Color:3.62e-02 	Time: 0.71
epoch 950:	pdl:3.37e-01 	 Rec:6.83e-04 	 Color:3.58e-02 	Time: 0.71
epoch 1000:	pdl:3.39e-01 	 Rec:6.78e-04 	 Color:3.24e-02 	Time: 0.70
epoch 1050:	pdl:3.35e-01 	 Rec:7.04e-04 	 Color:3.42e-02 	Time: 0.71
epoch 1100:	pdl:3.23e-01 	 Rec:6.36e-04 	 Color:3.34e-02 	Time: 0.70
epoch 1150:	pdl:3.04e-01 	 Rec:6.22e-04 	 Color:3.62e-02 	Time: 0.70
epoch 1200:	pdl:3.15e-01 	 Rec:5.46e-04 	 Color:4.01e-02 	Time: 0.70
epoch 1250:	pdl:3.50e-01 	 Rec:5.97e-04 	 Color:3.04e-02 	Time: 0.69
epoch 1300:	pdl:3.48e-01 	 Rec:6.09e-04 	 Color:3.66e-02 	Time: 0.69
epoch 1350:	pdl:3.56e-01 	 Rec:5.77e-04 	 Color:3.74e-02 	Time: 0.69
epoch 1400:	pdl:3.19e-01 	 Rec:6.12e-04 	 Color:3.55e-02 	Time: 0.69
epoch 1450:	pdl:3.38e-01 	 Rec:6.38e-04 	 Color:4.12e-02 	Time: 0.70
epoch 1500:	pdl:3.10e-01 	 Rec:4.87e-04 	 Color:3.06e-02 	Time: 0.69
epoch 1550:	pdl:3.20e-01 	 Rec:5.12e-04 	 Color:3.30e-02 	Time: 0.69
epoch 1600:	pdl:3.37e-01 	 Rec:4.93e-04 	 Color:3.90e-02 	Time: 0.69
epoch 1650:	pdl:3.69e-01 	 Rec:5.03e-04 	 Color:3.50e-02 	Time: 0.69
epoch 1700:	pdl:3.41e-01 	 Rec:5.12e-04 	 Color:3.38e-02 	Time: 0.69
epoch 1750:	pdl:3.42e-01 	 Rec:5.56e-04 	 Color:3.75e-02 	Time: 0.70
epoch 1800:	pdl:3.60e-01 	 Rec:4.40e-04 	 Color:3.12e-02 	Time: 0.70
epoch 1850:	pdl:3.33e-01 	 Rec:5.98e-04 	 Color:3.58e-02 	Time: 0.70
epoch 1900:	pdl:3.57e-01 	 Rec:5.08e-04 	 Color:3.74e-02 	Time: 0.71
epoch 1950:	pdl:3.14e-01 	 Rec:4.33e-04 	 Color:3.75e-02 	Time: 0.70
epoch 2000:	pdl:3.23e-01 	 Rec:5.65e-04 	 Color:3.09e-02 	Time: 0.70
epoch 2050:	pdl:3.19e-01 	 Rec:4.68e-04 	 Color:3.60e-02 	Time: 0.70
epoch 2100:	pdl:3.45e-01 	 Rec:5.29e-04 	 Color:3.23e-02 	Time: 0.69
epoch 2150:	pdl:3.16e-01 	 Rec:4.36e-04 	 Color:3.53e-02 	Time: 0.69
epoch 2200:	pdl:3.37e-01 	 Rec:4.17e-04 	 Color:2.83e-02 	Time: 0.70
epoch 2250:	pdl:3.07e-01 	 Rec:4.09e-04 	 Color:3.30e-02 	Time: 0.69
epoch 2300:	pdl:3.25e-01 	 Rec:4.15e-04 	 Color:3.90e-02 	Time: 0.70
epoch 2350:	pdl:3.23e-01 	 Rec:5.38e-04 	 Color:3.49e-02 	Time: 0.70
epoch 2400:	pdl:3.22e-01 	 Rec:3.85e-04 	 Color:3.60e-02 	Time: 0.70
epoch 2450:	pdl:3.57e-01 	 Rec:4.14e-04 	 Color:3.68e-02 	Time: 0.70
epoch 2500:	pdl:3.35e-01 	 Rec:4.31e-04 	 Color:3.54e-02 	Time: 0.70
epoch 2550:	pdl:3.24e-01 	 Rec:3.86e-04 	 Color:3.03e-02 	Time: 0.70
epoch 2600:	pdl:3.35e-01 	 Rec:3.61e-04 	 Color:3.22e-02 	Time: 0.70
epoch 2650:	pdl:2.94e-01 	 Rec:3.87e-04 	 Color:3.24e-02 	Time: 0.70
epoch 2700:	pdl:3.57e-01 	 Rec:5.31e-04 	 Color:3.36e-02 	Time: 0.70
epoch 2750:	pdl:3.44e-01 	 Rec:4.46e-04 	 Color:3.40e-02 	Time: 0.70
epoch 2800:	pdl:3.39e-01 	 Rec:3.46e-04 	 Color:3.43e-02 	Time: 0.69
