epoch 0:	pdl:1.30e+00 	 Rec:1.30e+00 	 Color:0.00e+00 	Time: 0.01
epoch 50:	pdl:6.20e-01 	 Rec:4.57e-02 	 Color:0.00e+00 	Time: 0.45
epoch 100:	pdl:7.10e-01 	 Rec:2.90e-02 	 Color:0.00e+00 	Time: 0.45
epoch 150:	pdl:6.05e-01 	 Rec:1.72e-02 	 Color:0.00e+00 	Time: 0.46
epoch 200:	pdl:6.46e-01 	 Rec:1.17e-02 	 Color:0.00e+00 	Time: 0.45
epoch 250:	pdl:6.33e-01 	 Rec:1.26e-02 	 Color:0.00e+00 	Time: 0.45
epoch 300:	pdl:6.15e-01 	 Rec:4.79e-03 	 Color:0.00e+00 	Time: 0.45
epoch 350:	pdl:6.01e-01 	 Rec:6.32e-03 	 Color:0.00e+00 	Time: 0.45
epoch 400:	pdl:6.64e-01 	 Rec:5.31e-03 	 Color:0.00e+00 	Time: 0.45
epoch 450:	pdl:6.07e-01 	 Rec:3.99e-03 	 Color:0.00e+00 	Time: 0.45
epoch 500:	pdl:5.88e-01 	 Rec:4.88e-03 	 Color:0.00e+00 	Time: 0.45
epoch 550:	pdl:7.20e-01 	 Rec:3.65e-03 	 Color:0.00e+00 	Time: 0.45
epoch 600:	pdl:6.53e-01 	 Rec:5.58e-03 	 Color:0.00e+00 	Time: 0.45
epoch 650:	pdl:5.95e-01 	 Rec:4.15e-03 	 Color:0.00e+00 	Time: 0.45
epoch 700:	pdl:6.81e-01 	 Rec:1.76e-03 	 Color:0.00e+00 	Time: 0.45
epoch 750:	pdl:6.07e-01 	 Rec:2.33e-03 	 Color:0.00e+00 	Time: 0.45
epoch 800:	pdl:5.58e-01 	 Rec:2.24e-03 	 Color:0.00e+00 	Time: 0.44
epoch 850:	pdl:5.55e-01 	 Rec:1.30e-03 	 Color:0.00e+00 	Time: 0.44
epoch 900:	pdl:5.41e-01 	 Rec:3.52e-03 	 Color:0.00e+00 	Time: 0.45
epoch 950:	pdl:5.91e-01 	 Rec:4.31e-03 	 Color:0.00e+00 	Time: 0.49
epoch 1000:	pdl:5.88e-01 	 Rec:3.49e-03 	 Color:0.00e+00 	Time: 0.46
epoch 1050:	pdl:5.52e-01 	 Rec:1.26e-03 	 Color:0.00e+00 	Time: 0.45
epoch 1100:	pdl:6.08e-01 	 Rec:2.60e-03 	 Color:0.00e+00 	Time: 0.46
epoch 1150:	pdl:5.87e-01 	 Rec:1.34e-03 	 Color:0.00e+00 	Time: 0.46
