epoch 0:	pdl:7.48e-02 	 Rec:7.23e-03 	 Color:0.00e+00 	Time: 0.02
epoch 50:	pdl:6.25e-02 	 Rec:4.90e-03 	 Color:0.00e+00 	Time: 2.02
epoch 100:	pdl:6.60e-02 	 Rec:4.79e-03 	 Color:0.00e+00 	Time: 1.95
epoch 150:	pdl:8.17e-02 	 Rec:4.41e-03 	 Color:0.00e+00 	Time: 1.95
epoch 200:	pdl:7.74e-02 	 Rec:4.21e-03 	 Color:0.00e+00 	Time: 1.95
epoch 250:	pdl:7.39e-02 	 Rec:4.17e-03 	 Color:0.00e+00 	Time: 1.97
epoch 300:	pdl:6.86e-02 	 Rec:4.12e-03 	 Color:0.00e+00 	Time: 1.96
epoch 350:	pdl:6.26e-02 	 Rec:3.97e-03 	 Color:0.00e+00 	Time: 1.95
epoch 400:	pdl:8.00e-02 	 Rec:3.90e-03 	 Color:0.00e+00 	Time: 2.00
epoch 450:	pdl:6.47e-02 	 Rec:3.82e-03 	 Color:0.00e+00 	Time: 1.95
epoch 500:	pdl:6.77e-02 	 Rec:3.79e-03 	 Color:0.00e+00 	Time: 1.95
epoch 550:	pdl:7.49e-02 	 Rec:3.68e-03 	 Color:0.00e+00 	Time: 1.95
epoch 600:	pdl:7.09e-02 	 Rec:3.79e-03 	 Color:0.00e+00 	Time: 1.94
epoch 650:	pdl:6.61e-02 	 Rec:3.75e-03 	 Color:0.00e+00 	Time: 1.95
epoch 700:	pdl:7.08e-02 	 Rec:3.60e-03 	 Color:0.00e+00 	Time: 1.95
epoch 750:	pdl:7.38e-02 	 Rec:3.53e-03 	 Color:0.00e+00 	Time: 1.98
epoch 800:	pdl:8.51e-02 	 Rec:3.60e-03 	 Color:0.00e+00 	Time: 1.97
epoch 850:	pdl:6.30e-02 	 Rec:3.51e-03 	 Color:0.00e+00 	Time: 1.97
epoch 900:	pdl:6.88e-02 	 Rec:3.40e-03 	 Color:0.00e+00 	Time: 1.97
epoch 950:	pdl:5.95e-02 	 Rec:3.46e-03 	 Color:0.00e+00 	Time: 1.96
epoch 1000:	pdl:6.33e-02 	 Rec:3.38e-03 	 Color:0.00e+00 	Time: 1.97
epoch 1050:	pdl:5.89e-02 	 Rec:3.31e-03 	 Color:0.00e+00 	Time: 1.98
epoch 1100:	pdl:6.85e-02 	 Rec:3.34e-03 	 Color:0.00e+00 	Time: 1.97
epoch 1150:	pdl:7.15e-02 	 Rec:3.28e-03 	 Color:0.00e+00 	Time: 1.97
epoch 1200:	pdl:6.37e-02 	 Rec:3.35e-03 	 Color:0.00e+00 	Time: 1.97
epoch 1250:	pdl:6.56e-02 	 Rec:3.18e-03 	 Color:0.00e+00 	Time: 1.98
epoch 1300:	pdl:6.41e-02 	 Rec:3.25e-03 	 Color:0.00e+00 	Time: 1.97
epoch 1350:	pdl:6.97e-02 	 Rec:3.19e-03 	 Color:0.00e+00 	Time: 1.97
epoch 1400:	pdl:5.97e-02 	 Rec:3.13e-03 	 Color:0.00e+00 	Time: 1.96
epoch 1450:	pdl:6.45e-02 	 Rec:3.11e-03 	 Color:0.00e+00 	Time: 1.96
epoch 1500:	pdl:6.19e-02 	 Rec:3.23e-03 	 Color:0.00e+00 	Time: 1.95
epoch 1550:	pdl:6.69e-02 	 Rec:3.06e-03 	 Color:0.00e+00 	Time: 1.96
epoch 1600:	pdl:7.78e-02 	 Rec:3.15e-03 	 Color:0.00e+00 	Time: 1.96
epoch 1650:	pdl:7.19e-02 	 Rec:3.00e-03 	 Color:0.00e+00 	Time: 1.96
epoch 1700:	pdl:6.41e-02 	 Rec:2.99e-03 	 Color:0.00e+00 	Time: 1.99
epoch 1750:	pdl:7.00e-02 	 Rec:3.11e-03 	 Color:0.00e+00 	Time: 1.97
epoch 1800:	pdl:6.07e-02 	 Rec:2.96e-03 	 Color:0.00e+00 	Time: 1.97
epoch 1850:	pdl:7.56e-02 	 Rec:2.94e-03 	 Color:0.00e+00 	Time: 1.97
epoch 1900:	pdl:6.69e-02 	 Rec:2.95e-03 	 Color:0.00e+00 	Time: 1.96
epoch 1950:	pdl:6.18e-02 	 Rec:2.90e-03 	 Color:0.00e+00 	Time: 1.96
epoch 2000:	pdl:6.76e-02 	 Rec:2.91e-03 	 Color:0.00e+00 	Time: 1.96
epoch 2050:	pdl:7.18e-02 	 Rec:2.98e-03 	 Color:0.00e+00 	Time: 1.98
epoch 2100:	pdl:7.18e-02 	 Rec:2.91e-03 	 Color:0.00e+00 	Time: 1.96
epoch 2150:	pdl:5.86e-02 	 Rec:2.98e-03 	 Color:0.00e+00 	Time: 2.00
epoch 2200:	pdl:6.43e-02 	 Rec:2.86e-03 	 Color:0.00e+00 	Time: 1.98
epoch 2250:	pdl:6.09e-02 	 Rec:2.84e-03 	 Color:0.00e+00 	Time: 1.96
epoch 2300:	pdl:8.57e-02 	 Rec:2.78e-03 	 Color:0.00e+00 	Time: 1.96
epoch 2350:	pdl:6.84e-02 	 Rec:2.74e-03 	 Color:0.00e+00 	Time: 1.97
epoch 2400:	pdl:7.14e-02 	 Rec:2.78e-03 	 Color:0.00e+00 	Time: 1.96
epoch 2450:	pdl:7.50e-02 	 Rec:2.77e-03 	 Color:0.00e+00 	Time: 1.96
epoch 2500:	pdl:6.02e-02 	 Rec:2.76e-03 	 Color:0.00e+00 	Time: 1.97
epoch 2550:	pdl:6.39e-02 	 Rec:2.72e-03 	 Color:0.00e+00 	Time: 1.97
epoch 2600:	pdl:8.62e-02 	 Rec:2.87e-03 	 Color:0.00e+00 	Time: 1.97
epoch 2650:	pdl:7.40e-02 	 Rec:2.73e-03 	 Color:0.00e+00 	Time: 1.97
epoch 2700:	pdl:6.02e-02 	 Rec:2.81e-03 	 Color:0.00e+00 	Time: 1.96
epoch 2750:	pdl:6.41e-02 	 Rec:2.63e-03 	 Color:0.00e+00 	Time: 1.96
epoch 2800:	pdl:7.43e-02 	 Rec:2.67e-03 	 Color:0.00e+00 	Time: 1.96
epoch 2850:	pdl:5.95e-02 	 Rec:2.62e-03 	 Color:0.00e+00 	Time: 1.96
epoch 2900:	pdl:6.25e-02 	 Rec:2.63e-03 	 Color:0.00e+00 	Time: 1.96
epoch 2950:	pdl:6.27e-02 	 Rec:2.61e-03 	 Color:0.00e+00 	Time: 1.96
epoch 3000:	pdl:6.06e-02 	 Rec:2.64e-03 	 Color:0.00e+00 	Time: 1.96
epoch 3050:	pdl:6.86e-02 	 Rec:2.60e-03 	 Color:0.00e+00 	Time: 1.99
epoch 3100:	pdl:6.02e-02 	 Rec:2.54e-03 	 Color:0.00e+00 	Time: 1.96
epoch 3150:	pdl:7.03e-02 	 Rec:2.61e-03 	 Color:0.00e+00 	Time: 1.96
epoch 3200:	pdl:1.04e-01 	 Rec:2.65e-03 	 Color:0.00e+00 	Time: 1.96
epoch 3250:	pdl:6.31e-02 	 Rec:2.51e-03 	 Color:0.00e+00 	Time: 1.97
epoch 3300:	pdl:7.52e-02 	 Rec:2.59e-03 	 Color:0.00e+00 	Time: 1.97
epoch 3350:	pdl:6.83e-02 	 Rec:2.51e-03 	 Color:0.00e+00 	Time: 1.97
epoch 3400:	pdl:6.86e-02 	 Rec:2.52e-03 	 Color:0.00e+00 	Time: 1.96
epoch 3450:	pdl:6.82e-02 	 Rec:2.51e-03 	 Color:0.00e+00 	Time: 1.95
epoch 3500:	pdl:7.11e-02 	 Rec:2.50e-03 	 Color:0.00e+00 	Time: 1.96
epoch 3550:	pdl:6.68e-02 	 Rec:2.64e-03 	 Color:0.00e+00 	Time: 1.97
epoch 3600:	pdl:7.49e-02 	 Rec:2.63e-03 	 Color:0.00e+00 	Time: 1.97
